RecordedDate,Q1.1,Q149,Q138,Q328_4_TEXT,Q328,Q1.3_17_TEXT,Q1.3,Q140,Q139,Q141,Q144,Q150,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q145_8,Q145_9,Q145_10,Q145_11,Q145_12,Q145_13,Q145_14,Q145_15,Q145_16,Q146_1,Q146_2,Q146_3,Q146_4,Q146_5,Q146_6,Q146_7,Q146_8,Q146_9,Q146_10,Q146_11,Q146_12,Q146_13,Q146_14,Q146_15,Q146_16,Q147,Q148,Gender,Age,Race,Race_8_TEXT
2020-01-17 14:05:56,20,"3
Neutral
",3,,Female,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),4,4,1,4,4,1,4,1,1,4,5,1,1,5,1,5,5,5,5,1,1,5,4,5,1,1,5,1,1,5,5,5,5,"Human Physiology ",U.S. Student,,,,
2020-01-17 14:48:09,19,"3
Neutral
",3,,Male,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,1,5,5,1,5,1,1,4,4,1,1,4,1,4,4,5,5,2,3,4,3,3,2,1,4,1,4,4,1,5,4,"Human Physiology ",U.S. Student,Male,19,Caucasian,
2020-01-18 01:56:52,18,"1
Very Negative
","1
Not at all confident
",,Female,,Asian,"1
Very negative
",,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",3,4,4,3,2,3,2,2,2,3,4,4,1,4,4,2,4,4,4,4,3,4,3,3,2,3,3,3,2,4,3,2,Human Physiology,U.S. Student,Female,18,Asian or Pacific Islander,
2020-01-20 15:31:37,20,"3
Neutral
",3,,Female,,Asian,4,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,3,2,4,4,2,3,2,2,4,4,2,2,4,2,4,3,4,3,2,4,3,3,4,4,2,3,3,4,4,3,4,3,"Psychology ",International Student,Female,20,Asian or Pacific Islander,
2020-01-20 17:23:35,18,"3
Neutral
",2,,Female,,White,3,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),4,5,1,4,5,2,4,2,2,4,5,3,4,4,2,4,2,5,3,2,4,4,4,5,4,4,4,2,4,4,2,5,4,"Music Education ",U.S. Student,Female,18,Caucasian,
2020-01-20 17:38:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20 20:13:52,18,"3
Neutral
",3,,Female,,White,3,2,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),2,4,2,4,4,2,4,2,2,4,4,2,2,4,2,4,4,4,4,3,3,3,4,3,3,2,4,2,4,4,2,4,4,Biology,U.S. Student,Female,18,Caucasian,
2020-01-21 21:55:38,26,"2
Negative
",2,,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",2,2,2,2,3,3,3,3,2,2,4,4,2,4,1,1,2,1,3,4,3,5,3,4,4,3,3,2,2,4,3,2,CIS,U.S. Student,Female,26,Caucasian,
2020-01-21 21:59:02,19,"3
Neutral
",2,,Male,,Asian,3,3,An easy class not in your major.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,2,2,2,3,3,3,3,3,2,2,4,4,2,4,4,4,4,3,3,3,4,4,3,4,5,2,4,3,3,2,3,3,Business,U.S. Student,Male,19,Asian or Pacific Islander,
2020-01-22 11:45:53,19,"2
Negative
",3,,Female,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,5,1,5,5,1,5,1,1,5,5,1,1,3,1,5,4,5,5,1,2,5,1,5,3,1,4,1,4,4,1,3,3,Communication Disorders and Sciences,U.S. Student,Female,19,Caucasian,
2020-01-22 14:02:33,18,"2
Negative
","1
Not at all confident
",,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,3,2,4,4,2,4,2,2,4,4,2,2,3,1,4,3,4,4,2,4,4,3,4,3,2,4,,4,4,2,4,4,Communication Disorders and Sciences,U.S. Student,Female,18,Caucasian,
2020-01-22 17:01:54,18,"3
Neutral
",3,,Female,,Native Hawaiian or Other Pacific Islander,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,4,3,4,4,2,4,2,2,3,3,2,2,3,2,2,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,communication disorders,U.S. Student,Female,18,Asian or Pacific Islander,
2020-01-22 17:30:13,18,"2
Negative
",2,,Female,,White,"1
Very negative
",3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,2,4,4,4,4,3,2,2,3,3,2,4,2,2,4,3,5,4,2,1,4,4,4,4,1,4,1,5,3,4,2,4,Psychology,U.S. Student,Female,18,"Caucasian,Native American,Hispanic/Latino",
2020-01-22 17:34:20,19,"4
Positive
","5
Very Confident
",,Male,,"Hispanic, Latinx or Spanish Origin",4,4,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),4,5,1,5,5,1,5,1,1,5,5,2,1,3,1,5,5,5,5,1,2,5,3,5,1,1,5,1,5,5,1,4,4,Economics,U.S. Student,Male,19,"Caucasian,Hispanic/Latino",
2020-01-22 17:37:57,19,"3
Neutral
",3,,Male,,White,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,3,5,3,3,3,3,3,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Business,U.S. Student,Male,19,Caucasian,
2020-01-22 17:49:22,19,"4
Positive
",3,,Female,,"Hispanic, Latinx or Spanish Origin",4,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,2,4,4,2,4,1,1,4,4,3,4,2,3,3,4,4,3,3,4,3,5,4,3,1,3,2,3,3,3,3,2,"Psychology, Ethnic Studies",U.S. Student,Female,19,Hispanic/Latino,
2020-01-22 18:02:25,21,"3
Neutral
",2,,Non-binary,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"5
Very likely
",5,1,5,4,1,4,1,1,5,5,1,1,4,1,3,3,5,5,2,4,4,3,4,2,2,5,1,5,5,1,4,2,Art & Technology,U.S. Student,Not listed here,21,Caucasian,
2020-01-22 18:13:23,19,"3
Neutral
","1
Not at all confident
",,Female,,White,2,3,An easy class not in your major.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,4,2,4,3,2,2,2,2,3,3,4,4,2,3,3,3,5,4,3,3,4,5,3,3,3,3,3,3,3,3,4,2,"Journalism ",U.S. Student,Female,19,Caucasian,
2020-01-22 23:39:00,21,"3
Neutral
",3,,Female,,White,2,,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),2,4,2,4,3,2,4,2,2,4,3,3,3,5,2,3,4,3,3,3,4,4,4,4,3,3,4,2,3,4,2,2,3,psychology,U.S. Student,Female,21,Caucasian,
2020-01-23 06:57:24,20,"4
Positive
",4,,Male,,Asian,3,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,4,3,4,2,4,2,2,3,4,3,4,3,2,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,3,3,human phys,U.S. Student,Male,20,Asian or Pacific Islander,
2020-01-23 11:44:27,19,"2
Negative
",2,,Female,,"Hispanic, Latinx or Spanish Origin",2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),3,4,2,4,4,3,3,3,3,3,4,3,4,3,3,3,4,3,3,2,2,4,3,4,3,3,4,2,4,4,3,2,4,psych,U.S. Student,Female,19,Hispanic/Latino,
2020-01-23 13:53:34,18,"3
Neutral
",3,,Male,,"Hispanic, Latinx or Spanish Origin",3,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,1,3,4,1,4,1,1,3,4,1,2,2,1,4,4,5,4,1,1,4,2,3,1,1,3,1,5,2,2,3,2,Psychology,U.S. Student,Male,18,Hispanic/Latino,
2020-01-23 14:37:32,18,"2
Negative
",2,,Female,,"Hispanic, Latinx or Spanish Origin",2,2,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,3,2,3,3,4,2,3,4,3,3,3,4,3,3,3,3,4,3,5,5,5,5,3,5,4,3,4,3,2,3,3,2,general science,U.S. Student,Female,18,Hispanic/Latino,
2020-01-23 18:12:17,18,"2
Negative
",2,,Female,,White,3,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",4,1,4,4,1,3,1,1,4,3,2,3,4,1,4,4,4,4,2,2,4,3,4,3,1,4,1,4,4,2,2,4,Pre-education,U.S. Student,Female,18,Caucasian,
2020-01-23 20:59:37,19,"3
Neutral
",4,,Female,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,3,4,4,2,4,2,2,4,4,3,4,3,2,4,2,4,2,5,5,2,3,3,4,4,3,4,2,3,3,3,4,Biology,U.S. Student,Female,19,Caucasian,
2020-01-23 23:47:14,19,"1
Very Negative
","1
Not at all confident
",,Female,,White,3,"1
Very encouraging
",A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",4,2,4,4,1,5,1,1,4,4,3,3,3,3,4,2,5,5,4,4,2,3,4,3,2,4,4,3,4,2,2,4,"Psychology ",U.S. Student,Female,19,Caucasian,
2020-01-27 18:33:13,19,"3
Neutral
",3,,Male,,Native Hawaiian or Other Pacific Islander,3,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"5
Very likely
",3,2,2,4,3,3,3,3,4,4,2,1,4,1,5,5,5,5,4,4,4,4,4,3,2,4,2,4,4,3,4,5,History,U.S. Student,Male,19,Caucasian,
2020-01-27 20:35:16,18,"2
Negative
","1
Not at all confident
",,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,2,3,3,2,3,2,2,4,4,3,2,4,2,2,3,4,2,3,3,3,4,3,4,4,3,4,4,4,5,3,2,Pyschology,U.S. Student,Female,18,"Caucasian,Asian or Pacific Islander",
2020-01-27 23:10:41,25,"2
Negative
",2,,Female,,White,2,2,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 10 best students (Better than 90 other students),"1
Very unlikely
",4,1,4,4,1,5,1,1,5,5,2,3,3,2,3,3,4,3,4,4,3,4,4,3,2,4,2,3,4,2,4,4,Sociology,U.S. Student,Female,25,Caucasian,
2020-01-28 15:25:33,19,"3
Neutral
",2,,Male,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,5,1,5,5,1,5,1,1,5,5,1,2,5,1,4,1,5,5,1,1,5,4,3,2,1,4,1,5,4,1,5,4,Advertising,U.S. Student,Male,19,Caucasian,
2020-01-28 15:46:50,20,"4
Positive
",3,,Female,,Asian,3,3,An easy class not in your major.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,3,4,4,2,3,2,2,4,4,3,3,3,3,3,3,4,4,4,4,3,4,3,4,3,4,2,3,3,3,3,3,Public relations,U.S. Student,Female,20,Asian or Pacific Islander,
2020-01-28 16:25:19,19,"4
Positive
",3,,Male,,"Hispanic, Latinx or Spanish Origin",4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the 10 worst students (90 other students are better than you),4,5,1,5,4,1,4,1,1,4,4,4,4,1,,4,4,4,2,1,4,3,3,2,3,4,2,4,4,3,3,4,3,PPPM,U.S. Student,Male,19,Hispanic/Latino,
2020-01-29 00:48:42,18,"4
Positive
","5
Very Confident
",,Female,,White,"5
Very Positive
","5
Very Positive
",A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,4,4,4,3,4,2,2,3,3,4,3,3,3,4,4,5,5,5,5,4,4,4,4,4,3,3,3,3,3,5,2,sociology,U.S. Student,Female,19,Caucasian,
2020-01-29 15:55:23,18,"3
Neutral
",4,,Female,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,3,4,3,3,3,3,2,2,3,3,3,2,3,2,3,3,5,3,4,5,3,4,3,4,4,3,4,2,4,3,4,4,Psychology,U.S. Student,Female,18,Caucasian,
2020-01-29 17:35:16,19,"3
Neutral
",4,,Female,,White,4,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,2,4,4,2,4,2,2,3,,2,3,4,2,4,3,4,3,2,3,4,3,4,3,2,4,2,3,4,2,3,4,Psychology,U.S. Student,Female,19,Caucasian,
2020-01-29 17:41:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29 18:52:55,18,"4
Positive
",4,,Male,,Asian,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,3,4,3,4,4,2,3,3,3,4,1,2,English,U.S. Student,Male,18,Asian or Pacific Islander,
2020-01-29 21:22:52,20,"3
Neutral
",3,,Male,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,4,2,4,2,2,4,2,4,4,3,2,2,General Social Sciences,U.S. Student,Male,20,Caucasian,
2020-01-29 22:25:23,19,"3
Neutral
",4,,Female,,Asian,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,1,3,3,3,1,1,1,1,1,2,1,3,2,1,3,2,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,Psychology,U.S. Student,Female,19,Asian or Pacific Islander,
2020-01-29 23:50:47,23,"4
Positive
",4,,Male,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,psy,International Student,Male,23,Native American,
2020-01-30 00:03:05,20,"1
Very Negative
","1
Not at all confident
",,Female,,"Hispanic, Latinx or Spanish Origin","1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,4,4,4,2,3,2,2,3,4,3,4,2,2,1,2,5,4,5,5,3,5,4,2,5,2,4,4,3,4,5,3,"psychology ",U.S. Student,Female,20,Hispanic/Latino,
2020-01-30 01:53:56,19,"2
Negative
",2,,Female,"1/2 filipina, 1/4 japanese, 1/4 white","Some other ethnicity or origin, please specify:",2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,2,2,2,2,2,2,2,2,2,3,1,2,2,1,1,4,4,3,4,4,3,2,4,4,4,3,4,2,3,4,1,1,"PPPM, Public policy, planning, management",U.S. Student,Female,19,"Caucasian,Asian or Pacific Islander",
2020-01-30 11:37:47,20,"3
Neutral
",2,,Female,,I prefer not to answer.,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",2,3,3,3,5,3,3,3,3,3,5,5,1,4,3,4,1,1,4,4,3,4,4,2,4,5,3,2,2,3,2,2,Computer Science,U.S. Student,Female,20,Caucasian,
2020-01-30 12:01:41,18,"2
Negative
",2,,Female,,Native Hawaiian or Other Pacific Islander,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",5,1,5,5,1,5,1,1,4,,1,1,3,1,2,2,5,5,5,5,3,5,3,3,5,5,2,1,5,2,5,3,"Psychology and Family Human Services ",U.S. Student,Female,18,"Caucasian,Asian or Pacific Islander",
2020-01-30 15:21:06,19,"2
Negative
","1
Not at all confident
",,Male,,Black or African American,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",2,4,2,3,4,3,3,4,2,2,1,5,2,1,4,2,4,2,2,3,3,5,3,4,1,3,3,4,2,4,3,1,Business,U.S. Student,Male,19,"African,Other",African American/Black
2020-01-30 15:32:38,18,"2
Negative
",2,,Female,,White,"1
Very negative
",3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",2,2,3,3,4,3,2,2,4,4,2,3,4,2,4,4,4,4,2,2,4,4,3,2,2,4,2,4,4,3,2,4,Psychology,U.S. Student,Female,18,Caucasian,
2020-01-30 17:44:41,18,"3
Neutral
",2,,Female,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the 30 worst students (70 other students are better than you),2,4,2,3,3,1,2,2,2,4,4,3,4,2,2,4,4,2,2,2,4,3,4,4,2,4,4,2,2,3,4,4,2,Psychology,U.S. Student,Female,18,Caucasian,
2020-01-30 18:18:18,19,"3
Neutral
",3,,Male,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 5 best students (Better than 95 other students),4,3,2,4,4,2,4,2,2,3,4,1,1,4,,4,2,4,2,3,2,2,3,2,3,3,2,3,3,3,3,2,2,"Psychology ",U.S. Student,Male,19,Caucasian,
2020-01-31 02:37:40,19,"3
Neutral
",2,,Female,,Asian,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,2,4,2,2,4,2,4,4,2,2,3,3,4,2,3,4,3,3,5,5,3,5,3,5,4,2,4,3,2,4,2,2,Business,U.S. Student,Female,19,Asian or Pacific Islander,
2020-01-31 12:31:57,19,"1
Very Negative
","1
Not at all confident
",,Female,,Black or African American,2,3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,1,3,4,1,3,1,4,4,4,1,2,2,1,4,4,5,4,2,4,4,1,4,2,1,4,1,4,3,2,2,1,"Journalism ",U.S. Student,Female,19,African,
2020-02-01 12:59:22,22,"3
Neutral
",3,,Female,,Asian,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,3,4,3,4,3,3,2,4,2,2,2,2,4,2,4,1,4,4,5,5,2,5,2,5,5,2,5,2,2,5,3,2,"Linguistics, Spanish",U.S. Student,Female,22,"Caucasian,Asian or Pacific Islander",
2020-02-01 16:55:05,19,"3
Neutral
",2,,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,3,3,3,2,4,2,3,2,2,2,3,5,3,3,4,4,2,2,2,4,3,5,2,4,4,3,4,3,3,4,4,3,psych???,U.S. Student,Female,19,Caucasian,
2020-02-02 15:42:59,18,"2
Negative
",2,,Female,,White,2,3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,4,2,4,4,2,4,2,4,4,2,4,2,2,3,2,3,law,U.S. Student,Female,18,Caucasian,
2020-02-02 17:01:27,21,"3
Neutral
","5
Very Confident
",,Female,,"Hispanic, Latinx or Spanish Origin",4,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,4,1,3,5,1,2,1,1,4,5,1,3,2,1,5,5,5,4,1,1,4,2,4,2,2,4,2,4,4,1,4,2,Psychology,U.S. Student,Female,21,Hispanic/Latino,
2020-02-02 17:04:11,19,"3
Neutral
",2,,Male,,White,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,2,5,3,4,2,3,2,2,2,3,2,4,1,3,4,2,3,4,2,4,4,3,3,2,1,3,4,2,1,4,1,3,General Music/Computer Science,U.S. Student,Male,19,Caucasian,
2020-02-02 20:41:24,19,"3
Neutral
",4,,Female,,"Hispanic, Latinx or Spanish Origin",3,"5
Very Positive
",A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,3,2,3,4,2,4,1,1,4,4,1,1,5,1,1,3,5,3,4,5,5,1,4,3,4,2,2,2,1,1,4,2,biology,U.S. Student,Female,19,"Caucasian,Hispanic/Latino",
2020-02-02 21:45:59,20,"1
Very Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",2,An easy class in your major that doesn’t cover many new skills or much new material.,In the 30 worst students (70 other students are better than you),"1
Very unlikely
",3,2,3,3,1,3,1,1,3,3,1,1,3,1,3,3,5,3,5,5,1,5,3,5,5,1,3,5,3,1,1,2,"cultural anthropology ",U.S. Student,Female,20,Caucasian,
2020-02-03 00:48:27,19,"4
Positive
",3,,Female,,American Indian or Alaska Native,3,4,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),4,4,2,4,4,2,4,2,1,4,4,3,3,4,2,4,3,4,4,4,2,4,3,4,3,3,4,2,4,5,2,4,2,Psychology,U.S. Student,Female,19,Native American,
2020-02-03 02:02:11,19,"2
Negative
",3,,Female,,"Hispanic, Latinx or Spanish Origin",2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,3,2,4,4,2,4,2,2,4,4,2,2,3,2,4,2,4,4,2,2,4,2,4,2,2,4,2,4,4,3,2,2,"psychology ",U.S. Student,Female,19,Hispanic/Latino,
2020-02-03 10:39:58,19,"3
Neutral
",3,,Female,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,3,2,3,4,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,2,3,3,3,2,2,Human Physiology,U.S. Student,Female,19,Caucasian,
2020-02-03 17:25:12,20,"3
Neutral
",4,,Female,,White,3,4,An easy class not in your major.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,2,4,4,2,4,2,2,4,4,2,2,3,1,4,3,3,3,3,3,4,2,3,2,2,4,2,4,4,2,4,4,psychology,U.S. Student,Female,20,Caucasian,
2020-02-03 18:29:50,18,"4
Positive
",4,,Female,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,4,2,4,4,2,3,2,2,4,4,1,1,5,1,5,5,4,4,4,4,3,3,4,2,3,3,2,3,4,5,4,4,Psychology,U.S. Student,Female,18,Caucasian,
2020-02-03 19:22:51,18,"1
Very Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,3,5,5,1,5,1,1,5,5,1,2,4,1,5,5,5,5,5,5,5,5,5,3,1,5,1,5,5,1,5,5,Psychology,U.S. Student,Female,18,Caucasian,
2020-02-03 21:21:57,22,"1
Very Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",2,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",5,1,4,5,1,4,1,1,3,4,4,4,1,1,4,3,5,5,3,3,4,3,4,2,3,4,1,5,4,1,4,3,"Human Physiology ",U.S. Student,Female,22,Caucasian,
