RecordedDate,Q1.1,Q149,Q138,Q328_4_TEXT,Q328,Q1.3_17_TEXT,Q1.3,Q140,Q139,Q141,Q144,Q150,Q145_1,Q145_2,Q145_3,Q145_4,Q145_5,Q145_6,Q145_7,Q145_8,Q145_9,Q145_10,Q145_11,Q145_12,Q145_13,Q145_14,Q145_15,Q145_16,Q146_1,Q146_2,Q146_3,Q146_4,Q146_5,Q146_6,Q146_7,Q146_8,Q146_9,Q146_10,Q146_11,Q146_12,Q146_13,Q146_14,Q146_15,Q146_16,Q147,Q148,Gender,Age,Race,Race_8_TEXT
2020-02-03 22:02:23,19,"2
Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,3,2,2,4,2,4,4,2,2,4,4,2,4,2,2,3,2,4,4,2,4,2,4,4,2,4,2,2,4,2,4,economics,U.S. Student,Female,19,Caucasian,
2020-02-03 23:48:03,20,"4
Positive
",4,,Male,,Native Hawaiian or Other Pacific Islander,4,"5
Very Positive
",A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"5
Very likely
",4,3,5,5,1,5,1,1,5,4,2,1,5,2,4,3,4,3,3,3,3,4,3,3,2,4,3,3,3,2,4,3,"General social science ",U.S. Student,Male,20,Asian or Pacific Islander,
2020-02-04 03:53:16,19,"2
Negative
",3,,Male,,American Indian or Alaska Native,2,3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,2,2,2,2,4,4,4,2,2,2,4,4,2,4,3,4,3,2,4,4,3,5,4,4,4,2,4,3,2,3,3,2,human physiology,U.S. Student,Male,19,"Caucasian,Asian or Pacific Islander,Native American",
2020-02-04 13:27:57,18,"3
Neutral
",2,,Female,,White,2,2,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,2,3,3,2,3,2,2,3,3,2,3,3,2,4,3,4,3,4,4,3,4,3,3,4,3,4,3,3,4,3,3,Psychology,U.S. Student,Female,18,Caucasian,
2020-02-04 15:52:46,18,"2
Negative
","1
Not at all confident
",,Male,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",5,1,5,5,1,4,,1,5,5,1,4,4,1,1,2,1,3,3,3,5,2,4,4,1,4,2,5,4,1,4,4,Business Admin,U.S. Student,Male,18,Caucasian,
2020-02-04 17:26:21,21,"2
Negative
",2,,Female,,White,2,2,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,2,4,2,2,4,2,3,4,3,3,4,4,2,4,4,1,2,3,5,5,2,5,2,5,5,2,5,2,1,4,2,5,Communications disorders and sciences,U.S. Student,Female,21,Caucasian,
2020-02-04 18:29:37,19,"3
Neutral
",3,,Female,,"Hispanic, Latinx or Spanish Origin",3,3,An easy class not in your major.,In the top 30 best students (Better than 70 other students),3,3,3,2,2,2,2,1,2,2,2,2,2,4,2,2,2,4,4,3,4,4,4,4,4,2,3,3,3,3,3,3,3,political science,U.S. Student,Female,19,Hispanic/Latino,
2020-02-04 18:44:14,19,"1
Very Negative
",2,,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,5,1,5,5,1,5,1,1,5,5,2,2,1,1,4,4,4,4,1,2,4,2,5,2,2,4,1,4,4,1,4,4,Psychology,U.S. Student,Female,19,"Caucasian,Asian or Pacific Islander",
2020-02-04 19:04:48,18,"2
Negative
",2,,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",1,5,2,2,4,2,4,4,4,2,1,3,4,2,3,2,3,3,3,3,3,4,3,3,4,4,2,4,2,3,1,2,Product Design,U.S. Student,Female,18,Caucasian,
2020-02-04 20:30:32,19,"2
Negative
",2,,Female,,White,3,"1
Very encouraging
",A difficult class in your major that is well known for making students more successful after they graduate.,In the 30 worst students (70 other students are better than you),3,5,4,4,4,4,3,3,3,4,3,2,2,4,1,4,2,2,3,4,5,3,5,3,3,5,4,3,4,3,3,5,5,JOURNALISM,U.S. Student,Female,19,Caucasian,
2020-02-04 21:23:19,23,"2
Negative
","1
Not at all confident
",,Male,,White,2,2,An easy class in your major that doesn’t cover many new skills or much new material.,In the 10 worst students (90 other students are better than you),"1
Very unlikely
",2,4,2,2,4,4,2,4,2,2,5,5,4,4,2,1,2,1,4,5,2,4,4,5,4,2,2,2,2,4,1,2,Computer Science,U.S. Student,Male,23,Caucasian,
2020-02-05 09:56:37,20,"4
Positive
",3,,Male,,Asian,3,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,5,1,4,4,1,4,1,4,4,4,2,2,4,2,2,1,5,5,2,5,5,3,5,4,2,3,1,3,4,1,4,2,Psychology,U.S. Student,Male,20,Asian or Pacific Islander,
2020-02-05 12:38:37,18,"2
Negative
",2,,Female,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,4,1,4,4,1,3,1,1,4,4,1,2,3,1,4,2,5,4,3,3,4,3,4,2,2,4,2,5,4,3,4,3,psychology,U.S. Student,Female,18,Caucasian,
2020-02-05 13:24:04,18,"3
Neutral
",3,,Male,,"Hispanic, Latinx or Spanish Origin",2,3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,3,4,3,3,1,3,1,1,3,3,2,2,3,2,5,3,4,3,3,3,3,4,3,3,3,2,3,4,3,3,3,2,Music Technology,U.S. Student,Male,18,Hispanic/Latino,
2020-02-05 16:16:51,18,"4
Positive
",4,,Female,,White,4,4,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,4,3,3,4,3,3,1,1,4,4,2,2,4,2,4,4,4,3,4,2,4,2,3,,4,5,2,4,2,3,3,3,Child Education,U.S. Student,Female,18,Caucasian,
2020-02-05 18:47:58,19,"3
Neutral
",3,,Female,,White,3,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),4,5,1,5,5,1,5,1,1,5,5,1,1,5,1,5,2,5,5,4,2,4,2,5,2,2,5,1,4,4,1,5,4,Biology,U.S. Student,Female,19,Caucasian,
2020-02-05 20:33:29,19,"3
Neutral
",3,,Male,,White,2,2,An easy class not in your major.,In the top 30 best students (Better than 70 other students),2,3,3,3,3,4,2,3,3,3,3,2,2,4,1,2,2,2,3,4,4,3,3,3,3,2,3,3,2,4,2,5,4,Business,U.S. Student,Male,19,Caucasian,
2020-02-05 21:57:53,19,"4
Positive
",4,,Female,,"Hispanic, Latinx or Spanish Origin",4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),3,4,3,4,4,2,4,2,2,3,4,2,1,4,1,4,3,4,4,5,5,3,5,5,3,4,4,4,4,3,3,4,4,Human Physiology,U.S. Student,Female,19,Hispanic/Latino,
2020-02-05 22:27:00,19,"4
Positive
",4,,Male,,American Indian or Alaska Native,3,4,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 5 best students (Better than 95 other students),4,2,4,3,4,3,2,2,3,3,3,2,2,3,2,2,5,4,4,3,4,4,3,3,2,2,2,2,4,4,3,3,2,Business,U.S. Student,Male,19,Native American,
2020-02-06 01:37:33,20,"3
Neutral
",4,,Male,,Asian,"5
Very Positive
",2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,3,2,4,4,2,3,2,4,4,4,2,3,3,1,5,2,3,3,2,4,4,3,4,3,1,4,2,3,3,3,3,3,Economics,International Student,Male,20,Asian or Pacific Islander,
2020-02-06 02:43:18,19,"2
Negative
",3,,Female,,White,2,2,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,2,4,4,2,4,2,2,4,4,2,2,4,2,4,3,4,4,3,3,4,2,4,3,2,4,2,4,4,3,4,4,Communication Disorders and Sciences,U.S. Student,Female,19,"Caucasian,Hispanic/Latino",
2020-02-06 11:55:02,20,"3
Neutral
",3,,Male,,"Hispanic, Latinx or Spanish Origin",3,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the 30 worst students (70 other students are better than you),3,3,4,4,1,1,2,3,3,3,4,1,3,4,1,1,1,2,2,5,4,3,4,2,3,5,3,1,3,3,3,3,3,Psychology,U.S. Student,Male,20,"Native American,Hispanic/Latino",
2020-02-06 12:00:36,19,"3
Neutral
",3,,Male,,White,2,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,3,3,3,3,3,2,2,3,3,2,2,4,1,2,4,4,4,2,2,4,4,4,3,3,3,2,4,4,2,4,4,psychology,U.S. Student,Male,19,Caucasian,
2020-02-06 12:23:58,18,"3
Neutral
",2,,Male,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,3,2,4,4,1,3,4,4,3,2,2,3,4,2,4,3,5,3,4,4,2,4,4,3,4,4,2,3,3,2,4,4,Biochemistry,U.S. Student,Male,18,Caucasian,
2020-02-06 13:24:17,19,"3
Neutral
",3,,Female,,Black or African American,3,2,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),2,5,1,5,5,1,4,1,1,4,4,1,2,5,1,5,3,3,3,4,5,3,3,5,2,2,4,3,4,4,1,2,1,"Public Relations ",U.S. Student,Female,19,African,
2020-02-06 14:26:27,19,"2
Negative
",2,,Female,,White,2,2,An easy class not in your major.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",2,2,2,2,2,2,2,2,3,4,1,2,3,2,4,4,3,1,2,3,3,3,1,2,4,3,2,2,2,2,1,2,Public Relations,U.S. Student,Female,19,Caucasian,
2020-02-06 15:51:02,18,"4
Positive
",4,,Male,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,4,3,4,2,3,3,3,4,5,5,4,3,3,4,3,2,4,4,2,4,3,4,4,3,3,4,2,4,4,3,4,4,"Psychology ",U.S. Student,Male,18,Caucasian,
2020-02-06 16:19:53,19,"3
Neutral
",3,,Male,,White,3,3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,2,3,4,4,2,4,2,2,4,4,2,2,4,2,5,3,5,4,3,2,4,3,3,2,1,4,1,4,4,1,3,3,Business,U.S. Student,Male,19,Caucasian,
2020-02-06 17:09:44,19,"2
Negative
",3,,Male,,White,3,2,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,4,2,3,2,3,2,4,4,2,2,3,4,2,2,4,2,3,2,3,2,3,4,3,5,2,2,5,2,2,2,2,4,Journalism,U.S. Student,Male,19,Caucasian,
2020-02-06 18:26:19,18,"4
Positive
",3,,Male,,White,,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,2,3,3,2,4,2,2,1,4,2,3,3,1,2,3,3,3,4,3,2,3,2,3,4,3,1,2,3,2,3,4,Business,U.S. Student,Male,18,Caucasian,
2020-02-06 19:01:31,18,"2
Negative
",4,,Female,,"Hispanic, Latinx or Spanish Origin","1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,4,1,3,3,1,3,1,1,4,5,2,3,3,1,5,4,5,5,4,5,4,3,3,3,2,4,1,4,4,1,5,3,Business Administration,U.S. Student,Female,18,Hispanic/Latino,
2020-02-06 19:06:46,26,"3
Neutral
","5
Very Confident
",,Male,,Black or African American,"5
Very Positive
","1
Very encouraging
",A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"5
Very likely
",4,2,4,4,1,4,1,1,4,4,1,1,4,1,3,4,4,4,1,1,5,2,,1,1,3,1,4,4,1,4,1,Psychology + Biology,U.S. Student,Male,26,African,
2020-02-06 19:59:38,18,"3
Neutral
","5
Very Confident
",,Female,,White,2,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,2,4,4,2,4,2,2,3,3,2,3,3,1,4,4,5,5,3,4,3,5,3,3,2,3,2,4,4,2,4,3,business,U.S. Student,Female,18,Caucasian,
2020-02-06 20:04:07,18,"4
Positive
",4,,Female,,Middle Eastern or North African,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,4,2,4,4,2,4,2,2,4,4,2,2,4,2,4,4,4,4,3,3,4,3,3,3,3,4,2,4,4,2,4,4,Psychology,U.S. Student,Female,18,Other,Persian
2020-02-06 20:49:20,19,"3
Neutral
",4,,Male,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,4,2,4,4,2,4,2,2,4,5,1,1,5,,4,3,5,4,3,4,4,4,4,3,2,3,4,2,3,2,4,5,Business,U.S. Student,Male,19,Caucasian,
2020-02-06 20:49:58,19,"4
Positive
",3,,Female,,Asian,2,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,5,5,4,4,4,4,3,4,3,3,4,4,5,2,architecture,U.S. Student,Female,10,Asian or Pacific Islander,
2020-02-06 20:51:23,19,"3
Neutral
",4,,Male,,White,3,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,5,2,4,4,1,4,1,1,5,5,1,2,4,1,4,3,5,5,1,4,4,4,5,2,2,4,2,5,4,2,4,3,Linguistics,U.S. Student,Male,19,Caucasian,
2020-02-06 21:30:01,22,"4
Positive
",3,,Female,,"Hispanic, Latinx or Spanish Origin",4,4,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,3,4,3,5,2,4,1,3,2,5,3,4,1,3,4,3,5,5,3,5,3,4,4,4,4,3,3,3,4,3,4,1,Human Physiology,U.S. Student,Female,22,Hispanic/Latino,
2020-02-06 22:10:13,20,"4
Positive
",4,,Male,,White,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,3,3,3,3,3,3,3,3,4,4,2,2,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,Communications,U.S. Student,Male,20,Caucasian,
2020-02-06 22:15:40,18,"3
Neutral
",4,,Female,,White,3,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),4,4,1,4,4,1,4,1,1,4,4,1,3,1,1,3,1,4,4,4,1,4,1,4,1,4,1,4,1,4,1,4,1,Business,U.S. Student,Female,18,Caucasian,
2020-02-07 02:06:20,18,"2
Negative
",3,,Female,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,4,4,3,4,3,4,3,3,4,3,1,3,4,1,3,3,4,3,3,2,3,2,3,3,2,2,2,2,3,2,2,3,English on a pre-law track,U.S. Student,Female,18,Hispanic/Latino,
2020-02-07 14:26:46,19,"2
Negative
",2,,Male,,White,2,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,3,3,4,3,3,3,3,3,3,4,2,2,5,2,4,4,4,4,4,4,2,4,3,3,4,3,3,4,3,3,3,2,Family and human services,U.S. Student,Male,19,Caucasian,
2020-02-07 14:29:38,18,"2
Negative
","1
Not at all confident
",,Male,,Black or African American,"1
Very negative
",3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 10 best students (Better than 90 other students),2,3,4,2,3,2,4,3,2,4,4,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,3,1,Political Science,U.S. Student,Male,18,African,
2020-02-07 14:43:41,19,"4
Positive
",4,,Male,,Asian,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,3,3,4,2,3,2,2,3,4,2,3,2,2,4,3,3,4,4,4,3,4,3,4,4,3,3,3,3,4,4,2,journalism,U.S. Student,Male,19,"Caucasian,Asian or Pacific Islander",
2020-02-07 14:54:54,20,"3
Neutral
",3,,Male,,White,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,human phys,U.S. Student,Male,20,Caucasian,
2020-02-07 15:26:09,20,"2
Negative
",2,,Male,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),2,4,2,4,4,2,4,1,1,4,4,1,1,5,1,4,4,4,4,2,1,4,3,4,3,1,4,1,5,4,1,4,4,"Linguistics ",U.S. Student,Male,20,"Caucasian,Hispanic/Latino",
2020-02-07 16:46:24,21,"2
Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",3,A difficult class in your major that is well known for making students more successful after they graduate.,In the 30 worst students (70 other students are better than you),2,2,5,4,4,4,1,5,5,1,1,5,5,2,5,3,1,2,2,3,4,2,5,1,4,4,2,4,2,2,4,4,4,Music,U.S. Student,Female,21,Caucasian,
2020-02-07 18:45:23,18,"3
Neutral
",3,,Male,,White,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,4,2,4,4,2,4,1,2,4,5,1,1,5,1,3,3,4,4,4,4,3,3,3,3,3,4,2,3,4,2,2,3,Computer Science,U.S. Student,Male,18,Caucasian,
2020-02-07 19:16:32,19,"3
Neutral
",4,,Male,,"Hispanic, Latinx or Spanish Origin",2,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),3,3,4,3,3,4,2,4,4,2,2,3,4,3,1,3,3,3,2,4,4,4,4,4,4,4,3,3,2,3,3,2,4,Journalism,U.S. Student,Male,19,Hispanic/Latino,
2020-02-07 19:49:23,21,"4
Positive
",3,,Male,,White,4,3,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,2,4,4,4,3,2,4,4,2,3,2,4,3,2,1,4,2,2,1,2,5,1,5,1,1,5,1,1,4,4,3,4,Computer Science,U.S. Student,Male,21,Caucasian,
2020-02-07 20:43:32,19,"2
Negative
",2,,Female,,White,3,3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,3,3,3,4,2,4,2,2,4,4,2,2,4,2,4,4,4,4,4,4,4,3,4,4,1,5,2,4,4,2,4,4,Psychology with Latin American Studies and Spanish minors,U.S. Student,Female,19,Caucasian,
2020-02-07 21:40:47,23,"3
Neutral
",4,,Male,,Black or African American,4,4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 5 best students (Better than 95 other students),4,3,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,4,3,Computer Science,International Student,Male,23,African,
2020-02-07 23:12:48,19,"2
Negative
",2,,Female,,White,2,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",5,1,5,5,1,5,1,1,5,5,4,2,5,1,5,3,5,5,3,2,5,2,5,2,1,4,1,5,5,1,4,4,Business Administration,U.S. Student,Female,19,Caucasian,
2020-02-07 23:21:53,20,"4
Positive
","5
Very Confident
",,Male,,Native Hawaiian or Other Pacific Islander,"5
Very Positive
",4,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),"5
Very likely
",4,1,5,4,1,4,1,1,4,4,1,1,5,1,5,5,5,4,2,4,4,4,3,3,4,4,2,2,3,3,4,3,"Biology, Art and Design",U.S. Student,Male,20,Asian or Pacific Islander,
2020-02-10 17:22:56,19,"3
Neutral
",3,,Female,,White,4,2,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),2,4,1,4,4,1,4,1,1,5,5,2,4,2,2,5,5,5,5,1,2,5,1,4,2,2,5,1,1,5,1,2,5,Family and Human Services,U.S. Student,Female,19,Caucasian,
2020-02-11 13:55:31,20,"4
Positive
",2,,Female,,White,3,4,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,4,2,4,4,2,4,2,2,4,,2,2,4,1,4,2,4,4,5,5,2,4,3,3,4,3,5,1,3,4,4,5,psychology,U.S. Student,Female,20,Caucasian,
2020-02-11 19:34:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13 15:12:40,18,"1
Very Negative
","1
Not at all confident
",,Female,,White,"1
Very negative
",3,A difficult class in your major that is well known for making students more successful after they graduate.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),"1
Very unlikely
",3,2,4,4,2,4,2,2,3,3,1,3,3,1,4,2,4,4,4,4,2,4,4,2,2,3,2,4,2,4,2,4,Human Physiology,U.S. Student,Female,18,Caucasian,
2020-02-13 17:47:57,21,,,,Female,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13 18:55:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15 02:14:45,21,"3
Neutral
",4,,Male,,"Hispanic, Latinx or Spanish Origin",3,2,A difficult class in your major that is well known for making students more successful after they graduate.,In the top 30 best students (Better than 70 other students),4,4,4,3,4,2,3,2,5,3,2,1,3,4,1,4,2,5,5,5,5,3,5,4,1,2,4,2,5,,1,3,1,Advertising,U.S. Student,Male,21,Hispanic/Latino,
2020-02-17 18:11:47,19,"2
Negative
",2,,Male,,White,"1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,Around the middle of the class (not the top 30 students nor the bottom 30 students. One of 40 students in the middle),3,3,3,4,4,2,4,1,2,4,3,2,4,3,4,4,4,4,4,5,5,3,5,4,,3,3,3,2,4,4,5,2,Human Physiology,U.S. Student,Male,19,Caucasian,
2020-02-18 12:13:36,19,"4
Positive
",4,,Male,,Asian,4,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),3,4,2,5,4,1,4,1,1,4,4,3,4,2,2,4,3,4,4,5,5,4,3,4,3,3,4,2,2,3,2,3,3,Business,U.S. Student,Male,19,Asian or Pacific Islander,
2020-02-19 13:04:20,20,"2
Negative
",2,,Female,,White,"1
Very negative
",3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),"1
Very unlikely
",3,4,3,4,2,3,2,2,3,4,1,1,4,1,5,3,5,4,4,4,2,5,3,4,3,3,2,4,3,2,2,3,Public Relations,U.S. Student,Female,20,"Caucasian,Native American",
2020-02-19 16:41:37,20,"2
Negative
",2,,Male,,"Hispanic, Latinx or Spanish Origin",2,3,An easy class in your major that doesn’t cover many new skills or much new material.,In the top 30 best students (Better than 70 other students),4,3,4,4,4,2,3,3,3,3,4,2,2,4,1,3,3,5,4,5,4,3,4,3,4,3,3,2,4,3,2,2,3,"Journalism ",U.S. Student,Male,20,Hispanic/Latino,
2020-02-20 17:39:19,19,,,,Female,,"Hispanic, Latinx or Spanish Origin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
